antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'pip fruit'}),frozenset({'rolls/buns'}),0.049054334023925686,0.11000467820624206,0.004945532313038829,0.10081743869209808,0.9164831926791396,1.0,-0.0004506739158846272,0.9897826760554824,-0.0874482600827839,0.032090199479618386,-0.01032279528798801,0.07288745567654722
frozenset({'pip fruit'}),frozenset({'other vegetables'}),0.049054334023925686,0.12210118291786407,0.004945532313038829,0.10081743869209808,0.8256876492336418,1.0,-0.0010440598985305242,0.9763298965731633,-0.18167065878501795,0.029754724567752307,-0.02424396047884717,0.07066049821851757
frozenset({'chocolate'}),frozenset({'rolls/buns'}),0.02359152576355009,0.11000467820624206,0.002806923745238254,0.11898016997167138,1.081591909651348,1.0,0.00021174554522465769,1.0101876160552943,0.0772595417359278,0.021461420541645373,0.010084875218601705,0.07224828668692924
frozenset({'chocolate'}),frozenset({'whole milk'}),0.02359152576355009,0.15792287642852368,0.0029405867807257902,0.12464589235127478,0.789283320885368,1.0,-0.0007850548271916631,0.961984545698159,-0.21471475323323633,0.016467065868263474,-0.039517739106974224,0.07163314507534116
frozenset({'red/blush wine'}),frozenset({'rolls/buns'}),0.01049254828577157,0.11000467820624206,0.0013366303548753592,0.12738853503184713,1.158028341240297,1.0,0.0001824009571356009,1.0199216461432117,0.13791030663244633,0.011217049915872124,0.019532526070551077,0.06976960165930145
frozenset({'red/blush wine'}),frozenset({'other vegetables'}),0.01049254828577157,0.12210118291786407,0.0011361358016440553,0.10828025477707005,0.8868075819536394,1.0,-0.00014501675587146024,0.9845008162992523,-0.11425555125453081,0.008642602948652772,-0.015743190299231182,0.05879256307545347
frozenset({'frozen fish'}),frozenset({'whole milk'}),0.006816814809864332,0.15792287642852368,0.0010693042839002875,0.15686274509803924,0.9932870312746345,1.0,-7.226718954047489e-06,0.9987426349336115,-0.006758732466143431,0.00653327888934259,-0.0012589480236538599,0.08181689942163917
frozenset({'shopping bags'}),frozenset({'other vegetables'}),0.04758404063356279,0.12210118291786407,0.004945532313038829,0.10393258426966293,0.8512004698560297,1.0,-0.0008645353363308968,0.9797240717280262,-0.15508085657332207,0.03002028397565923,-0.020695549754341784,0.07221807100729999
frozenset({'shopping bags'}),frozenset({'whole milk'}),0.04758404063356279,0.15792287642852368,0.006348994185657956,0.13342696629213482,0.8448868796568826,1.0,-0.0011656143832860294,0.9717324343320763,-0.16161036303826556,0.031879194630872486,-0.02908986534688781,0.086815048952246
frozenset({'packaged fruit/vegetables'}),frozenset({'rolls/buns'}),0.00848760275345853,0.11000467820624206,0.0012029673193878234,0.14173228346456695,1.2884205087972755,1.0,0.0002692913097512037,1.0369670263101582,0.22577214583146116,0.010256410256410258,0.035649182059045985,0.07633394246132358
frozenset({'margarine'}),frozenset({'whole milk'}),0.03221279155249616,0.15792287642852368,0.0040767225823698456,0.12655601659751037,0.8013786188525382,1.0,-0.0010104141173927963,0.9640882982457283,-0.20388458890158648,0.02191091954022989,-0.037249390765988266,0.07618532950061722
frozenset({'bottled water'}),frozenset({'whole milk'}),0.06068301811134131,0.15792287642852368,0.007150972398583172,0.11784140969162996,0.7461959429605837,1.0,-0.0024322643719240453,0.954564329841324,-0.26584174946105527,0.03381795195954488,-0.04759833228445561,0.08156141580645823
frozenset({'bottled beer'}),frozenset({'whole milk'}),0.04531176903027468,0.15792287642852368,0.007150972398583172,0.15781710914454278,0.9993302598941151,1.0,-4.792502742702494e-06,0.9998744129272522,-0.0007015052616162969,0.036468984321745064,-0.00012560284684176356,0.10154926553291464
frozenset({'bottled beer'}),frozenset({'other vegetables'}),0.04531176903027468,0.12210118291786407,0.004678206242063757,0.10324483775811208,0.8455678748629617,1.0,-0.0008544143566338201,0.9789726940488293,-0.16058479944528686,0.02874743326488706,-0.0214789504130153,0.0707795070016614
frozenset({'chicken'}),frozenset({'whole milk'}),0.027868742899151238,0.15792287642852368,0.003408407404932166,0.1223021582733813,0.774442316650277,1.0,-0.0009927046361487917,0.9594157391511083,-0.23053322048243746,0.01868816416269696,-0.04230101632979329,0.07194244604316546
frozenset({'chicken'}),frozenset({'rolls/buns'}),0.027868742899151238,0.11000467820624206,0.0028737552629820224,0.10311750599520385,0.9373920062006289,1.0,-0.0001919368316516028,0.992320987133682,-0.06428743468107592,0.02128712871287129,-0.0077384364191458105,0.06462072140586438
frozenset({'flour'}),frozenset({'whole milk'}),0.009757401590590123,0.15792287642852368,0.0013366303548753592,0.136986301369863,0.8674253184076429,1.0,-0.00020428657077888501,0.9757401590590122,-0.13370634767509154,0.008035355564483728,-0.02486301369863013,0.07272505927570594
frozenset({'flour'}),frozenset({'tropical fruit'}),0.009757401590590123,0.0677671589921807,0.0010693042839002875,0.10958904109589042,1.6171408500175626,1.0,0.00040807289896020976,1.0469691906703202,0.38538503070797075,0.01398601398601399,0.04486205619885356,0.06268406689903003
frozenset({'domestic eggs'}),frozenset({'whole milk'}),0.037091492347791216,0.15792287642852368,0.005279689901757669,0.14234234234234236,0.9013408668931312,1.0,-0.0005779052608320947,0.9818336209709441,-0.10207159874410296,0.02782669954209229,-0.018502502502502467,0.08788721010473022
frozenset({'white wine'}),frozenset({'whole milk'}),0.011695515605159393,0.15792287642852368,0.0012697988371315912,0.10857142857142857,0.6874965237893719,1.0,-0.000577190628549866,0.9446377988782587,-0.3150365675280351,0.007542675664946408,-0.05860680272108842,0.05830602744695
frozenset({'dessert'}),frozenset({'whole milk'}),0.02359152576355009,0.15792287642852368,0.0024059346387756467,0.1019830028328612,0.645777262542574,1.0,-0.0013197069691418067,0.9377073331884264,-0.35970276261791906,0.013432835820895524,-0.06643081973110299,0.05860893687982459
frozenset({'hamburger meat'}),frozenset({'other vegetables'}),0.021853906302212123,0.12210118291786407,0.002205440085544343,0.10091743119266056,0.8265065806982922,1.0,-0.0004629477253319217,0.9764384802240084,-0.17668476982397993,0.01555869872701556,-0.024130060677848668,0.05948991428270138
frozenset({'hamburger meat'}),frozenset({'whole milk'}),0.021853906302212123,0.15792287642852368,0.0030742498162133263,0.14067278287461774,0.890768874377023,1.0,-0.0003769819282314537,0.9799260477148497,-0.11139971939883235,0.01739788199697428,-0.020485170622785286,0.08006978119609008
frozenset({'newspapers'}),frozenset({'whole milk'}),0.038895943326872955,0.15792287642852368,0.005613847490476508,0.14432989690721648,0.9139264694975372,1.0,-0.0005287117611041097,0.9841142287522072,-0.08924605203041672,0.029360363509262494,-0.016142202585501555,0.08993896453486089
frozenset({'herbs'}),frozenset({'yogurt'}),0.010559379803515338,0.08587850030074183,0.0011361358016440553,0.10759493670886075,1.2528739595133722,1.0,0.00022931210001221614,1.0243347301594523,0.20398911337584674,0.011921458625525946,0.023756619240728426,0.06041225434664827
frozenset({'herbs'}),frozenset({'whole milk'}),0.010559379803515338,0.15792287642852368,0.0011361358016440553,0.10759493670886075,0.6813131773062563,1.0,-0.0005314318302283461,0.9436041526545622,-0.32099614749587235,0.006789137380191694,-0.05976642555756479,0.05739459065658865
frozenset({'coffee'}),frozenset({'whole milk'}),0.03161130789280225,0.15792287642852368,0.003809396511394774,0.12050739957716701,0.7630775369755185,1.0,-0.0011827521587042503,0.9574578832916065,-0.24277874246611,0.020510975170924796,-0.04443236350213094,0.07231463927229066
frozenset({'UHT-milk'}),frozenset({'other vegetables'}),0.021386085678005748,0.12210118291786407,0.002138608567800575,0.1,0.818992884510126,1.0,-0.0004726577914667177,0.975443130091262,-0.18423398328690796,0.015130023640661941,-0.025175091352009737,0.05875752599890531
frozenset({'UHT-milk'}),frozenset({'whole milk'}),0.021386085678005748,0.15792287642852368,0.0025395976742631824,0.11875,0.7519493228946255,1.0,-0.0008377544915543393,0.9555485090172782,-0.2521048387096774,0.014366729678638942,-0.04651934523809523,0.06741562632247143
frozenset({'sliced cheese'}),frozenset({'whole milk'}),0.014034618726191272,0.15792287642852368,0.0014702933903628951,0.10476190476190475,0.6633738387441307,1.0,-0.0007460939684548536,0.9406180635638831,-0.3397896706739082,0.00862406899255194,-0.06313076341647769,0.057036051830804256
frozenset({'specialty bar'}),frozenset({'other vegetables'}),0.013967787208447505,0.12210118291786407,0.001670787943594199,0.11961722488038277,0.9796565604188109,1.0,-3.4695397302251596e-05,0.9971785476639478,-0.020625673759618542,0.012431626056688214,-0.0028294354533216007,0.06665042962683616
frozenset({'specialty bar'}),frozenset({'whole milk'}),0.013967787208447505,0.15792287642852368,0.001670787943594199,0.11961722488038277,0.757440768466004,1.0,-0.0005350451897053697,0.9564897762306442,-0.24515289312011648,0.009815469179426778,-0.04548948127895495,0.06509849817865944
frozenset({'citrus fruit'}),frozenset({'whole milk'}),0.05313105660629553,0.15792287642852368,0.007150972398583172,0.13459119496855346,0.8522590140983773,1.0,-0.0012396368883697342,0.9730396994757612,-0.15474820464784333,0.035070468698787285,-0.027707297594090033,0.08993630844491998
frozenset({'candy'}),frozenset({'rolls/buns'}),0.014368776314910112,0.11000467820624206,0.0014702933903628951,0.10232558139534884,0.9301929978241826,1.0,-0.00011033922437626441,0.9914455657287977,-0.07075266353534199,0.011963023382272975,-0.008628244017526118,0.05784565825539009
frozenset({'candy'}),frozenset({'whole milk'}),0.014368776314910112,0.15792287642852368,0.002138608567800575,0.1488372093023256,0.942467694790816,1.0,-0.00013054991860807262,0.9893255823380733,-0.058322109484900096,0.012568735271013357,-0.010789590254706487,0.08118965839640191
frozenset({'grapes'}),frozenset({'whole milk'}),0.01443560783265388,0.15792287642852368,0.0019381140145692708,0.13425925925925924,0.8501571291986019,1.0,-0.0003415986973575563,0.9726666240183899,-0.15170467168110693,0.011372549019607844,-0.028101484420928864,0.07326589708625256
frozenset({'grapes'}),frozenset({'other vegetables'}),0.01443560783265388,0.12210118291786407,0.001603956425850431,0.1111111111111111,0.9099920939001398,1.0,-0.00015864836665499147,0.9876361692174029,-0.09120601466691314,0.01188707280832095,-0.012518608742725682,0.06212370005473453
frozenset({'brown bread'}),frozenset({'whole milk'}),0.03762614448974136,0.15792287642852368,0.004477711688832453,0.11900532859680285,0.7535661158671016,1.0,-0.0014643172779027483,0.955825444699075,-0.2536251168144768,0.02343476740118923,-0.04621613239730466,0.0736795580774958
frozenset({'processed cheese'}),frozenset({'whole milk'}),0.01015839069705273,0.15792287642852368,0.0014702933903628951,0.14473684210526316,0.916503329843865,1.0,-0.0001339488884004275,0.9845824829451109,-0.08428134625328788,0.008824709185720016,-0.01565893901420215,0.07702352050248347
frozenset({'processed cheese'}),frozenset({'rolls/buns'}),0.01015839069705273,0.11000467820624206,0.0014702933903628951,0.14473684210526316,1.315733516659206,1.0,0.0003528228906403267,1.0406099147127017,0.2424303803683995,0.012387387387387387,0.03902510838935592,0.07905128861034726
frozenset({'processed cheese'}),frozenset({'root vegetables'}),0.01015839069705273,0.06957160997126245,0.0010693042839002875,0.10526315789473686,1.5130188583851563,1.0,0.00036256868838923403,1.0398905535615302,0.3425494564850449,0.01359388275276126,0.03836033842687456,0.06031649729511099
frozenset({'onions'}),frozenset({'whole milk'}),0.02024994987636169,0.15792287642852368,0.0029405867807257902,0.14521452145214522,0.9195280933086962,1.0,-0.0002573435512826755,0.9851326966878662,-0.08199875614987102,0.016781083142639208,-0.015091675834250065,0.08191745962577637
frozenset({'napkins'}),frozenset({'whole milk'}),0.022121232373187194,0.15792287642852368,0.0024059346387756467,0.10876132930513596,0.6886990141315064,1.0,-0.0010875140077418522,0.9448390776344362,-0.31611698736882277,0.013544018058690746,-0.05838128806406749,0.06199810011596198
frozenset({'hard cheese'}),frozenset({'whole milk'}),0.01470293390362895,0.15792287642852368,0.001871282496825503,0.1272727272727273,0.8059169776478284,1.0,-0.000450647117174043,0.96488003742565,-0.19641035623904987,0.010958904109589043,-0.03639826839826836,0.06956103566344786
frozenset({'hard cheese'}),frozenset({'other vegetables'}),0.01470293390362895,0.12210118291786407,0.001670787943594199,0.11363636363636365,0.9306737323978704,1.0,-0.00012445767840206469,0.9904499474772815,-0.07028806376753101,0.012363996043521267,-0.009642135422433829,0.06365999900482659
frozenset({'hard cheese'}),frozenset({'rolls/buns'}),0.01470293390362895,0.11000467820624206,0.001670787943594199,0.11363636363636365,1.0330139180382194,1.0,5.3396430837849814e-05,1.0040972861262911,0.0324357322118972,0.013579576317218903,0.004080566876241594,0.06441234949740418
frozenset({'meat'}),frozenset({'whole milk'}),0.016841542471429525,0.15792287642852368,0.002205440085544343,0.13095238095238096,0.8292172984301636,1.0,-0.00045422474503695534,0.9689654572603289,-0.17320151236460235,0.01278079008520527,-0.03202853363567647,0.0724588396509683
frozenset({'meat'}),frozenset({'other vegetables'}),0.016841542471429525,0.12210118291786407,0.002138608567800575,0.126984126984127,1.0399909644573029,1.0,8.223630987758222e-05,1.005593190475901,0.03911188906260643,0.01563263312164143,0.005562080699108737,0.07224958949096881
